"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"HIPPO"	"GO:1904591"	"positive regulation of protein import"	"3/914"	"31/11810"	0.434344348944377	0.735655849832261	0.614795202070437	3	"BP"
"HIPPO"	"GO:1905953"	"negative regulation of lipid localization"	"3/914"	"31/11810"	0.434344348944377	0.735655849832261	0.614795202070437	3	"BP"
"HIPPO"	"GO:0046658"	"anchored component of plasma membrane"	"3/960"	"31/12395"	0.434835090979892	0.9167377969829	0.767485295404753	3	"CC"
"HIPPO"	"GO:0044057"	"regulation of system process"	"27/914"	"334/11810"	0.435518097840495	0.735655849832261	0.614795202070437	27	"BP"
"HIPPO"	"GO:0016079"	"synaptic vesicle exocytosis"	"9/914"	"106/11810"	0.437015153906151	0.735655849832261	0.614795202070437	9	"BP"
"HIPPO"	"GO:0030658"	"transport vesicle membrane"	"14/960"	"169/12395"	0.437107033073375	0.9167377969829	0.767485295404753	14	"CC"
"HIPPO"	"GO:0017015"	"regulation of transforming growth factor beta receptor signaling pathway"	"7/914"	"81/11810"	0.438570567842031	0.735655849832261	0.614795202070437	7	"BP"
"HIPPO"	"GO:0042158"	"lipoprotein biosynthetic process"	"7/914"	"81/11810"	0.438570567842031	0.735655849832261	0.614795202070437	7	"BP"
"HIPPO"	"GO:0045185"	"maintenance of protein location"	"7/914"	"81/11810"	0.438570567842031	0.735655849832261	0.614795202070437	7	"BP"
"HIPPO"	"GO:0001956"	"positive regulation of neurotransmitter secretion"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0007214"	"gamma-aminobutyric acid signaling pathway"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0009072"	"aromatic amino acid family metabolic process"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0010800"	"positive regulation of peptidyl-threonine phosphorylation"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0015813"	"L-glutamate transmembrane transport"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0018200"	"peptidyl-glutamic acid modification"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0021772"	"olfactory bulb development"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0032878"	"regulation of establishment or maintenance of cell polarity"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0034204"	"lipid translocation"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0035268"	"protein mannosylation"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0035510"	"DNA dealkylation"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0035640"	"exploration behavior"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0035666"	"TRIF-dependent toll-like receptor signaling pathway"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0039528"	"cytoplasmic pattern recognition receptor signaling pathway in response to virus"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0042276"	"error-prone translesion synthesis"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0044058"	"regulation of digestive system process"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0045745"	"positive regulation of G protein-coupled receptor signaling pathway"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0048536"	"spleen development"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0048843"	"negative regulation of axon extension involved in axon guidance"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0050856"	"regulation of T cell receptor signaling pathway"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0060122"	"inner ear receptor cell stereocilium organization"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0060603"	"mammary gland duct morphogenesis"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:2000404"	"regulation of T cell migration"	"2/914"	"19/11810"	0.438724828276276	0.735655849832261	0.614795202070437	2	"BP"
"HIPPO"	"GO:0000930"	"gamma-tubulin complex"	"2/960"	"19/12395"	0.439113726344389	0.9167377969829	0.767485295404753	2	"CC"
"HIPPO"	"GO:0044291"	"cell-cell contact zone"	"5/960"	"56/12395"	0.43944163697385	0.9167377969829	0.767485295404753	5	"CC"
"HIPPO"	"GO:0005179"	"hormone activity"	"3/902"	"31/11561"	0.439670503618669	0.87696181062459	0.784179062669142	3	"MF"
"HIPPO"	"GO:0016859"	"cis-trans isomerase activity"	"3/902"	"31/11561"	0.439670503618669	0.87696181062459	0.784179062669142	3	"MF"
"HIPPO"	"GO:0061980"	"regulatory RNA binding"	"3/902"	"31/11561"	0.439670503618669	0.87696181062459	0.784179062669142	3	"MF"
"HIPPO"	"GO:0008514"	"organic anion transmembrane transporter activity"	"10/902"	"118/11561"	0.440917775224877	0.87696181062459	0.784179062669142	10	"MF"
"HIPPO"	"GO:1903531"	"negative regulation of secretion by cell"	"10/914"	"119/11810"	0.441346289832872	0.739780447719862	0.61824217118289	10	"BP"
"HIPPO"	"GO:0016358"	"dendrite development"	"16/914"	"195/11810"	0.441617390100641	0.739963814390529	0.618395412605997	16	"BP"
"HIPPO"	"GO:0042287"	"MHC protein binding"	"2/902"	"19/11561"	0.442955200264461	0.87696181062459	0.784179062669142	2	"MF"
"HIPPO"	"GO:0072509"	"divalent inorganic cation transmembrane transporter activity"	"2/902"	"19/11561"	0.442955200264461	0.87696181062459	0.784179062669142	2	"MF"
"HIPPO"	"GO:0090079"	"translation regulator activity, nucleic acid binding"	"2/902"	"19/11561"	0.442955200264461	0.87696181062459	0.784179062669142	2	"MF"
"HIPPO"	"GO:0050870"	"positive regulation of T cell activation"	"8/914"	"94/11810"	0.443885644710694	0.743492207246023	0.621344127006993	8	"BP"
"HIPPO"	"GO:0000075"	"cell cycle checkpoint"	"14/914"	"170/11810"	0.444884440232525	0.744892498537884	0.622514364921819	14	"BP"
"HIPPO"	"GO:0008016"	"regulation of heart contraction"	"11/914"	"132/11810"	0.445072716889757	0.744935169161495	0.622550025203283	11	"BP"
"HIPPO"	"GO:0019210"	"kinase inhibitor activity"	"5/902"	"56/11561"	0.445881055065081	0.880530849297288	0.787370496283557	5	"MF"
"HIPPO"	"GO:0002819"	"regulation of adaptive immune response"	"6/914"	"69/11810"	0.445959947615205	0.745618199973519	0.623120841116994	6	"BP"
"HIPPO"	"GO:1903363"	"negative regulation of cellular protein catabolic process"	"6/914"	"69/11810"	0.445959947615205	0.745618199973519	0.623120841116994	6	"BP"
"HIPPO"	"GO:0016101"	"diterpenoid metabolic process"	"4/914"	"44/11810"	0.446458450158969	0.745618199973519	0.623120841116994	4	"BP"
"HIPPO"	"GO:0030520"	"intracellular estrogen receptor signaling pathway"	"4/914"	"44/11810"	0.446458450158969	0.745618199973519	0.623120841116994	4	"BP"
"HIPPO"	"GO:0051145"	"smooth muscle cell differentiation"	"4/914"	"44/11810"	0.446458450158969	0.745618199973519	0.623120841116994	4	"BP"
"HIPPO"	"GO:1902750"	"negative regulation of cell cycle G2/M phase transition"	"4/914"	"44/11810"	0.446458450158969	0.745618199973519	0.623120841116994	4	"BP"
"HIPPO"	"GO:0031301"	"integral component of organelle membrane"	"15/960"	"183/12395"	0.448717289503619	0.930075466811253	0.778651482183473	15	"CC"
"HIPPO"	"GO:0031902"	"late endosome membrane"	"9/960"	"107/12395"	0.449174686844214	0.930075466811253	0.778651482183473	9	"CC"
"HIPPO"	"GO:0060249"	"anatomical structure homeostasis"	"24/914"	"298/11810"	0.450206564968899	0.751603517438045	0.628122832823983	24	"BP"
"HIPPO"	"GO:0051225"	"spindle assembly"	"7/914"	"82/11810"	0.45145239655861	0.753133855870287	0.629401752479011	7	"BP"
"HIPPO"	"GO:1903844"	"regulation of cellular response to transforming growth factor beta stimulus"	"7/914"	"82/11810"	0.45145239655861	0.753133855870287	0.629401752479011	7	"BP"
"HIPPO"	"GO:0006109"	"regulation of carbohydrate metabolic process"	"10/914"	"120/11810"	0.451978618420821	0.7537369380079	0.629905754458663	10	"BP"
"HIPPO"	"GO:0016597"	"amino acid binding"	"4/902"	"44/11561"	0.452775273817402	0.891734337905065	0.797388653389867	4	"MF"
"HIPPO"	"GO:0030165"	"PDZ domain binding"	"6/902"	"69/11561"	0.453829082683827	0.891734337905065	0.797388653389867	6	"MF"
"HIPPO"	"GO:0030522"	"intracellular receptor signaling pathway"	"18/914"	"222/11810"	0.454162826502023	0.75529151480101	0.631204930362549	18	"BP"
"HIPPO"	"GO:0070665"	"positive regulation of leukocyte proliferation"	"5/914"	"57/11810"	0.45429172515478	0.75529151480101	0.631204930362549	5	"BP"
"HIPPO"	"GO:0071479"	"cellular response to ionizing radiation"	"5/914"	"57/11810"	0.45429172515478	0.75529151480101	0.631204930362549	5	"BP"
"HIPPO"	"GO:2000573"	"positive regulation of DNA biosynthetic process"	"5/914"	"57/11810"	0.45429172515478	0.75529151480101	0.631204930362549	5	"BP"
"HIPPO"	"GO:0071478"	"cellular response to radiation"	"11/914"	"133/11810"	0.455176358670856	0.75529151480101	0.631204930362549	11	"BP"
"HIPPO"	"GO:0002220"	"innate immune response activating cell surface receptor signaling pathway"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0002223"	"stimulatory C-type lectin receptor signaling pathway"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0010883"	"regulation of lipid storage"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0035722"	"interleukin-12-mediated signaling pathway"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0042100"	"B cell proliferation"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0044273"	"sulfur compound catabolic process"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0046164"	"alcohol catabolic process"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0060761"	"negative regulation of response to cytokine stimulus"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:1900744"	"regulation of p38MAPK cascade"	"3/914"	"32/11810"	0.455221590432952	0.75529151480101	0.631204930362549	3	"BP"
"HIPPO"	"GO:0043198"	"dendritic shaft"	"3/960"	"32/12395"	0.455719840422986	0.940133152280012	0.787071693206171	3	"CC"
"HIPPO"	"GO:0009132"	"nucleoside diphosphate metabolic process"	"8/914"	"95/11810"	0.455852440513013	0.756064069513428	0.6318505623257	8	"BP"
"HIPPO"	"GO:0010976"	"positive regulation of neuron projection development"	"19/914"	"235/11810"	0.456038395008158	0.756098440419322	0.63187928644723	19	"BP"
"HIPPO"	"GO:0070588"	"calcium ion transmembrane transport"	"16/914"	"197/11810"	0.458246305406873	0.759483916530912	0.634708563847259	16	"BP"
"HIPPO"	"GO:0007610"	"behavior"	"33/914"	"415/11810"	0.461798596248314	0.762033937816099	0.636839643008348	33	"BP"
"HIPPO"	"GO:0045666"	"positive regulation of neuron differentiation"	"23/914"	"287/11810"	0.462374178384164	0.762033937816099	0.636839643008348	23	"BP"
"HIPPO"	"GO:0006469"	"negative regulation of protein kinase activity"	"14/914"	"172/11810"	0.462690745985855	0.762033937816099	0.636839643008348	14	"BP"
"HIPPO"	"GO:0009953"	"dorsal/ventral pattern formation"	"4/914"	"45/11810"	0.463972319958027	0.762033937816099	0.636839643008348	4	"BP"
"HIPPO"	"GO:0034763"	"negative regulation of transmembrane transport"	"7/914"	"83/11810"	0.464276328961106	0.762033937816099	0.636839643008348	7	"BP"
"HIPPO"	"GO:0043648"	"dicarboxylic acid metabolic process"	"7/914"	"83/11810"	0.464276328961106	0.762033937816099	0.636839643008348	7	"BP"
"HIPPO"	"GO:1905952"	"regulation of lipid localization"	"7/914"	"83/11810"	0.464276328961106	0.762033937816099	0.636839643008348	7	"BP"
"HIPPO"	"GO:0001750"	"photoreceptor outer segment"	"4/960"	"45/12395"	0.464559959122289	0.950459191574813	0.795716567830752	4	"CC"
"HIPPO"	"GO:0016469"	"proton-transporting two-sector ATPase complex"	"4/960"	"45/12395"	0.464559959122289	0.950459191574813	0.795716567830752	4	"CC"
"HIPPO"	"GO:0048588"	"developmental cell growth"	"15/914"	"185/11810"	0.464707363912003	0.762033937816099	0.636839643008348	15	"BP"
"HIPPO"	"GO:0015399"	"primary active transmembrane transporter activity"	"8/902"	"95/11561"	0.465081438081115	0.901633438983366	0.806240427447532	8	"MF"
"HIPPO"	"GO:0006520"	"cellular amino acid metabolic process"	"20/914"	"249/11810"	0.465192396199476	0.762033937816099	0.636839643008348	20	"BP"
"HIPPO"	"GO:0000083"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0003417"	"growth plate cartilage development"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0006085"	"acetyl-CoA biosynthetic process"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0006312"	"mitotic recombination"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0006541"	"glutamine metabolic process"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0006622"	"protein targeting to lysosome"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0007263"	"nitric oxide mediated signal transduction"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0009081"	"branched-chain amino acid metabolic process"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0009948"	"anterior/posterior axis specification"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0010874"	"regulation of cholesterol efflux"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0021988"	"olfactory lobe development"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0030449"	"regulation of complement activation"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0030890"	"positive regulation of B cell proliferation"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0032232"	"negative regulation of actin filament bundle assembly"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0032469"	"endoplasmic reticulum calcium ion homeostasis"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0032528"	"microvillus organization"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0043114"	"regulation of vascular permeability"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0045761"	"regulation of adenylate cyclase activity"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0045932"	"negative regulation of muscle contraction"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0048821"	"erythrocyte development"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0050829"	"defense response to Gram-negative bacterium"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0050974"	"detection of mechanical stimulus involved in sensory perception"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0051220"	"cytoplasmic sequestering of protein"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0071312"	"cellular response to alkaloid"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:2000257"	"regulation of protein activation cascade"	"2/914"	"20/11810"	0.465446865427447	0.762033937816099	0.636839643008348	2	"BP"
"HIPPO"	"GO:0097386"	"glial cell projection"	"2/960"	"20/12395"	0.46584445116683	0.950459191574813	0.795716567830752	2	"CC"
"HIPPO"	"GO:0007224"	"smoothened signaling pathway"	"8/914"	"96/11810"	0.46777205028253	0.765293136250574	0.639563388847611	8	"BP"
"HIPPO"	"GO:0010675"	"regulation of cellular carbohydrate metabolic process"	"8/914"	"96/11810"	0.46777205028253	0.765293136250574	0.639563388847611	8	"BP"
"HIPPO"	"GO:0034762"	"regulation of transmembrane transport"	"29/914"	"365/11810"	0.469539913301144	0.767039036206253	0.641022455497175	29	"BP"
"HIPPO"	"GO:0003333"	"amino acid transmembrane transport"	"5/914"	"58/11810"	0.469677311942728	0.767039036206253	0.641022455497175	5	"BP"
"HIPPO"	"GO:0010633"	"negative regulation of epithelial cell migration"	"5/914"	"58/11810"	0.469677311942728	0.767039036206253	0.641022455497175	5	"BP"
"HIPPO"	"GO:0043618"	"regulation of transcription from RNA polymerase II promoter in response to stress"	"5/914"	"58/11810"	0.469677311942728	0.767039036206253	0.641022455497175	5	"BP"
"HIPPO"	"GO:0098661"	"inorganic anion transmembrane transport"	"5/914"	"58/11810"	0.469677311942728	0.767039036206253	0.641022455497175	5	"BP"
"HIPPO"	"GO:0000217"	"DNA secondary structure binding"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0003887"	"DNA-directed DNA polymerase activity"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0008143"	"poly(A) binding"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0035250"	"UDP-galactosyltransferase activity"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0043539"	"protein serine/threonine kinase activator activity"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0044183"	"protein binding involved in protein folding"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0045503"	"dynein light chain binding"	"2/902"	"20/11561"	0.469782525599359	0.901633438983366	0.806240427447532	2	"MF"
"HIPPO"	"GO:0016782"	"transferase activity, transferring sulfur-containing groups"	"4/902"	"45/11561"	0.47036744457168	0.901633438983366	0.806240427447532	4	"MF"
"HIPPO"	"GO:0035254"	"glutamate receptor binding"	"4/902"	"45/11561"	0.47036744457168	0.901633438983366	0.806240427447532	4	"MF"
"HIPPO"	"GO:1903322"	"positive regulation of protein modification by small protein conjugation or removal"	"9/914"	"109/11810"	0.470678833127191	0.768400406846246	0.642160167020706	9	"BP"
"HIPPO"	"GO:0007031"	"peroxisome organization"	"6/914"	"71/11810"	0.473818745916264	0.772848859457822	0.645877784875384	6	"BP"
"HIPPO"	"GO:0014013"	"regulation of gliogenesis"	"6/914"	"71/11810"	0.473818745916264	0.772848859457822	0.645877784875384	6	"BP"
"HIPPO"	"GO:0030900"	"forebrain development"	"22/914"	"276/11810"	0.475048816269615	0.772848859457822	0.645877784875384	22	"BP"
"HIPPO"	"GO:0001947"	"heart looping"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0032652"	"regulation of interleukin-1 production"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0042310"	"vasoconstriction"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0045599"	"negative regulation of fat cell differentiation"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0045744"	"negative regulation of G protein-coupled receptor signaling pathway"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0046782"	"regulation of viral transcription"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0050775"	"positive regulation of dendrite morphogenesis"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0050994"	"regulation of lipid catabolic process"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0050999"	"regulation of nitric-oxide synthase activity"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0070317"	"negative regulation of G0 to G1 transition"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:1905207"	"regulation of cardiocyte differentiation"	"3/914"	"33/11810"	0.475768189924101	0.772848859457822	0.645877784875384	3	"BP"
"HIPPO"	"GO:0051348"	"negative regulation of transferase activity"	"17/914"	"212/11810"	0.476266641432834	0.773384013909385	0.646325018985277	17	"BP"
"HIPPO"	"GO:0034767"	"positive regulation of ion transmembrane transport"	"8/914"	"97/11810"	0.47963474571212	0.778577011840603	0.650664861063883	8	"BP"
"HIPPO"	"GO:0098793"	"presynapse"	"32/960"	"405/12395"	0.48006427193579	0.975897078351223	0.817012956079735	32	"CC"
"HIPPO"	"GO:1990841"	"promoter-specific chromatin binding"	"3/902"	"33/11561"	0.481268652638379	0.920279569923145	0.822913793728269	3	"MF"
"HIPPO"	"GO:1901799"	"negative regulation of proteasomal protein catabolic process"	"4/914"	"46/11810"	0.481285754783063	0.780980004924572	0.652673067236606	4	"BP"
"HIPPO"	"GO:0015844"	"monoamine transport"	"5/914"	"59/11810"	0.484924367160152	0.786048141737462	0.656908561587275	5	"BP"
"HIPPO"	"GO:0036498"	"IRE1-mediated unfolded protein response"	"5/914"	"59/11810"	0.484924367160152	0.786048141737462	0.656908561587275	5	"BP"
"HIPPO"	"GO:0050864"	"regulation of B cell activation"	"5/914"	"59/11810"	0.484924367160152	0.786048141737462	0.656908561587275	5	"BP"
"HIPPO"	"GO:0090734"	"site of DNA damage"	"5/960"	"59/12395"	0.485593080840478	0.981482946008274	0.821689398245612	5	"CC"
"HIPPO"	"GO:0033218"	"amide binding"	"19/902"	"237/11561"	0.485862070376462	0.926802586800842	0.828746674019013	19	"MF"
"HIPPO"	"GO:0031227"	"intrinsic component of endoplasmic reticulum membrane"	"11/960"	"136/12395"	0.486336253318283	0.981482946008274	0.821689398245612	11	"CC"
"HIPPO"	"GO:0034219"	"carbohydrate transmembrane transport"	"6/914"	"72/11810"	0.487600187629306	0.789826003041311	0.660065759350636	6	"BP"
"HIPPO"	"GO:0051651"	"maintenance of location in cell"	"6/914"	"72/11810"	0.487600187629306	0.789826003041311	0.660065759350636	6	"BP"
"HIPPO"	"GO:0072657"	"protein localization to membrane"	"39/914"	"497/11810"	0.488672188448937	0.789880203032473	0.660111054843802	39	"BP"
"HIPPO"	"GO:0035821"	"modification of morphology or physiology of other organism"	"7/914"	"85/11810"	0.489703151798764	0.789880203032473	0.660111054843802	7	"BP"
"HIPPO"	"GO:0005930"	"axoneme"	"7/960"	"85/12395"	0.490503485933048	0.986319283988114	0.825738340369904	7	"CC"
"HIPPO"	"GO:0002756"	"MyD88-independent toll-like receptor signaling pathway"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0006293"	"nucleotide-excision repair, preincision complex stabilization"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0006699"	"bile acid biosynthetic process"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0007176"	"regulation of epidermal growth factor-activated receptor activity"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0021884"	"forebrain neuron development"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0030212"	"hyaluronan metabolic process"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0031116"	"positive regulation of microtubule polymerization"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0031954"	"positive regulation of protein autophosphorylation"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0032729"	"positive regulation of interferon-gamma production"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0032732"	"positive regulation of interleukin-1 production"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0035767"	"endothelial cell chemotaxis"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0043403"	"skeletal muscle tissue regeneration"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0044788"	"modulation by host of viral process"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0046466"	"membrane lipid catabolic process"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0048679"	"regulation of axon regeneration"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:0090140"	"regulation of mitochondrial fission"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:1900745"	"positive regulation of p38MAPK cascade"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
"HIPPO"	"GO:1902668"	"negative regulation of axon guidance"	"2/914"	"21/11810"	0.491399485411416	0.789880203032473	0.660111054843802	2	"BP"
