sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
R12745	R12745	DG-GCL RNA Sample R12745	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12745_R1.fastq.gz	R12745_R2.fastq.gz
R12746	R12746	DG-GCL RNA Sample R12746	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12746_R1.fastq.gz	R12746_R2.fastq.gz
R12747	R12747	DG-GCL RNA Sample R12747	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12747_R1.fastq.gz	R12747_R2.fastq.gz
R12748	R12748	DG-GCL RNA Sample R12748	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12748_R1.fastq.gz	R12748_R2.fastq.gz
R12750	R12750	DG-GCL RNA Sample R12750	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12750_R1.fastq.gz	R12750_R2.fastq.gz
R12751	R12751	DG-GCL RNA Sample R12751	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12751_R1.fastq.gz	R12751_R2.fastq.gz
R12753	R12753	DG-GCL RNA Sample R12753	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12753_R1.fastq.gz	R12753_R2.fastq.gz
R12754	R12754	DG-GCL RNA Sample R12754	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12754_R1.fastq.gz	R12754_R2.fastq.gz
R12755	R12755	DG-GCL RNA Sample R12755	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12755_R1.fastq.gz	R12755_R2.fastq.gz
R12756	R12756	DG-GCL RNA Sample R12756	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12756_R1.fastq.gz	R12756_R2.fastq.gz
R12757	R12757	DG-GCL RNA Sample R12757	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12757_R1.fastq.gz	R12757_R2.fastq.gz
R12758	R12758	DG-GCL RNA Sample R12758	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12758_R1.fastq.gz	R12758_R2.fastq.gz
R12759	R12759	DG-GCL RNA Sample R12759	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12759_R1.fastq.gz	R12759_R2.fastq.gz
R12771	R12771	DG-GCL RNA Sample R12771	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12771_R1.fastq.gz	R12771_R2.fastq.gz
R12772	R12772	DG-GCL RNA Sample R12772	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12772_R1.fastq.gz	R12772_R2.fastq.gz
R12774	R12774	DG-GCL RNA Sample R12774	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12774_R1.fastq.gz	R12774_R2.fastq.gz
R12776	R12776	DG-GCL RNA Sample R12776	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12776_R1.fastq.gz	R12776_R2.fastq.gz
R12777	R12777	DG-GCL RNA Sample R12777	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12777_R1.fastq.gz	R12777_R2.fastq.gz
R12778	R12778	DG-GCL RNA Sample R12778	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12778_R1.fastq.gz	R12778_R2.fastq.gz
R12780	R12780	DG-GCL RNA Sample R12780	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12780_R1.fastq.gz	R12780_R2.fastq.gz
R12781	R12781	DG-GCL RNA Sample R12781	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12781_R1.fastq.gz	R12781_R2.fastq.gz
R12782	R12782	DG-GCL RNA Sample R12782	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12782_R1.fastq.gz	R12782_R2.fastq.gz
R12783	R12783	DG-GCL RNA Sample R12783	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12783_R1.fastq.gz	R12783_R2.fastq.gz
R12784	R12784	DG-GCL RNA Sample R12784	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12784_R1.fastq.gz	R12784_R2.fastq.gz
R12785	R12785	DG-GCL RNA Sample R12785	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12785_R1.fastq.gz	R12785_R2.fastq.gz
R12786	R12786	DG-GCL RNA Sample R12786	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12786_R1.fastq.gz	R12786_R2.fastq.gz
R12787	R12787	DG-GCL RNA Sample R12787	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12787_R1.fastq.gz	R12787_R2.fastq.gz
R12788	R12788	DG-GCL RNA Sample R12788	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12788_R1.fastq.gz	R12788_R2.fastq.gz
R12789	R12789	DG-GCL RNA Sample R12789	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12789_R1.fastq.gz	R12789_R2.fastq.gz
R12790	R12790	DG-GCL RNA Sample R12790	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12790_R1.fastq.gz	R12790_R2.fastq.gz
R12791	R12791	DG-GCL RNA Sample R12791	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12791_R1.fastq.gz	R12791_R2.fastq.gz
R12792	R12792	DG-GCL RNA Sample R12792	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12792_R1.fastq.gz	R12792_R2.fastq.gz
R12794	R12794	DG-GCL RNA Sample R12794	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12794_R1.fastq.gz	R12794_R2.fastq.gz
R12796	R12796	DG-GCL RNA Sample R12796	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12796_R1.fastq.gz	R12796_R2.fastq.gz
R12797	R12797	DG-GCL RNA Sample R12797	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12797_R1.fastq.gz	R12797_R2.fastq.gz
R12799	R12799	DG-GCL RNA Sample R12799	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12799_R1.fastq.gz	R12799_R2.fastq.gz
R12800	R12800	DG-GCL RNA Sample R12800	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12800_R1.fastq.gz	R12800_R2.fastq.gz
R12801	R12801	DG-GCL RNA Sample R12801	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12801_R1.fastq.gz	R12801_R2.fastq.gz
R12802	R12802	DG-GCL RNA Sample R12802	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12802_R1.fastq.gz	R12802_R2.fastq.gz
R12803	R12803	DG-GCL RNA Sample R12803	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12803_R1.fastq.gz	R12803_R2.fastq.gz
R12804	R12804	DG-GCL RNA Sample R12804	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12804_R1.fastq.gz	R12804_R2.fastq.gz
R12805	R12805	DG-GCL RNA Sample R12805	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12805_R1.fastq.gz	R12805_R2.fastq.gz
R12818	R12818	DG-GCL RNA Sample R12818	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12818_R1.fastq.gz	R12818_R2.fastq.gz
R12836	R12836	DG-GCL RNA Sample R12836	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12836_R1.fastq.gz	R12836_R2.fastq.gz
R12837	R12837	DG-GCL RNA Sample R12837	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12837_R1.fastq.gz	R12837_R2.fastq.gz
R12838	R12838	DG-GCL RNA Sample R12838	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12838_R1.fastq.gz	R12838_R2.fastq.gz
R12839	R12839	DG-GCL RNA Sample R12839	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12839_R1.fastq.gz	R12839_R2.fastq.gz
R12840	R12840	DG-GCL RNA Sample R12840	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12840_R1.fastq.gz	R12840_R2.fastq.gz
R12841	R12841	DG-GCL RNA Sample R12841	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12841_R1.fastq.gz	R12841_R2.fastq.gz
R12842	R12842	DG-GCL RNA Sample R12842	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12842_R1.fastq.gz	R12842_R2.fastq.gz
R12844	R12844	DG-GCL RNA Sample R12844	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12844_R1.fastq.gz	R12844_R2.fastq.gz
R12845	R12845	DG-GCL RNA Sample R12845	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12845_R1.fastq.gz	R12845_R2.fastq.gz
R12846	R12846	DG-GCL RNA Sample R12846	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12846_R1.fastq.gz	R12846_R2.fastq.gz
R12847	R12847	DG-GCL RNA Sample R12847	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12847_R1.fastq.gz	R12847_R2.fastq.gz
R12848	R12848	DG-GCL RNA Sample R12848	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12848_R1.fastq.gz	R12848_R2.fastq.gz
R12851	R12851	DG-GCL RNA Sample R12851	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12851_R1.fastq.gz	R12851_R2.fastq.gz
R12853	R12853	DG-GCL RNA Sample R12853	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12853_R1.fastq.gz	R12853_R2.fastq.gz
R12854	R12854	DG-GCL RNA Sample R12854	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12854_R1.fastq.gz	R12854_R2.fastq.gz
R12855	R12855	DG-GCL RNA Sample R12855	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12855_R1.fastq.gz	R12855_R2.fastq.gz
R12857	R12857	DG-GCL RNA Sample R12857	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12857_R1.fastq.gz	R12857_R2.fastq.gz
R12858	R12858	DG-GCL RNA Sample R12858	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12858_R1.fastq.gz	R12858_R2.fastq.gz
R12861	R12861	DG-GCL RNA Sample R12861	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12861_R1.fastq.gz	R12861_R2.fastq.gz
R12935	R12935	DG-GCL RNA Sample R12935	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12935_R1.fastq.gz	R12935_R2.fastq.gz
R12939	R12939	DG-GCL RNA Sample R12939	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12939_R1.fastq.gz	R12939_R2.fastq.gz
R12942	R12942	DG-GCL RNA Sample R12942	RNA-Seq	TRANSCRIPTOMIC	Inverse rRNA	paired	ILLUMINA	Illumina HiSeq 2000	The granule cell layer of the human hippocampus was obtained with laser capture microdissection, RNA was extracted and subjected to RNA sequencing after creating libraries with the Illumina Ribo-Zero protocol, and sequenced on an Illumina HiSeq 2000 with 2x100bp reads.	fastq	R12942_R1.fastq.gz	R12942_R2.fastq.gz
